Survey_wave,Location,Survey_date,Weather,Time,Period,Direction,Number_of_private_cycles,Number_of_cycle_hire_bikes,Total_cycles,Year,cycling_id
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1615 - 1630,PM peak (16:00-19:00),Northbound,34,4,38,2014,170
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1630 - 1645,PM peak (16:00-19:00),Northbound,29,2,31,2014,171
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1645 - 1700,PM peak (16:00-19:00),Northbound,42,4,46,2014,172
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1700 - 1715,PM peak (16:00-19:00),Northbound,47,7,54,2014,173
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1715 - 1730,PM peak (16:00-19:00),Northbound,90,6,96,2014,174
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1730 - 1745,PM peak (16:00-19:00),Northbound,84,1,85,2014,175
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1745 - 1800,PM peak (16:00-19:00),Northbound,110,4,114,2014,176
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,1800 - 1815,PM peak (16:00-19:00),Northbound,109,2,111,2014,177
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1815 - 1830,PM peak (16:00-19:00),Northbound,107,4,111,2014,178
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1830 - 1845,PM peak (16:00-19:00),Northbound,89,3,92,2014,179
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1845 - 1900,PM peak (16:00-19:00),Northbound,91,2,93,2014,180
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1900 - 1915,Evening (19:00-22:00),Northbound,64,4,68,2014,181
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1915 - 1930,Evening (19:00-22:00),Northbound,50,1,51,2014,182
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1930 - 1945,Evening (19:00-22:00),Northbound,40,1,41,2014,183
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1945 - 2000,Evening (19:00-22:00),Northbound,35,2,37,2014,184
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2000 - 2015,Evening (19:00-22:00),Northbound,37,2,39,2014,185
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2015 - 2030,Evening (19:00-22:00),Northbound,30,1,31,2014,186
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2030 - 2045,Evening (19:00-22:00),Northbound,28,2,30,2014,187
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2045 - 2100,Evening (19:00-22:00),Northbound,22,2,24,2014,188
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2100 - 2115,Evening (19:00-22:00),Northbound,20,0,20,2014,189
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2115 - 2130,Evening (19:00-22:00),Northbound,24,1,25,2014,190
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2130 - 2145,Evening (19:00-22:00),Northbound,23,1,24,2014,191
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2145 - 2200,Evening (19:00-22:00),Northbound,18,0,18,2014,192
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0600 - 0615,Early Morning (06:00-07:00),Southbound,4,0,4,2014,193
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0615 - 0630,Early Morning (06:00-07:00),Southbound,12,0,12,2014,194
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0630 - 0645,Early Morning (06:00-07:00),Southbound,17,3,20,2014,195
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0645 - 0700,Early Morning (06:00-07:00),Southbound,35,2,37,2014,196
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0700 - 0715,AM peak (07:00-10:00),Southbound,47,1,48,2014,197
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0715 - 0730,AM peak (07:00-10:00),Southbound,38,7,45,2014,198
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0730 - 0745,AM peak (07:00-10:00),Southbound,77,3,80,2014,199
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0745 - 0800,AM peak (07:00-10:00),Southbound,71,5,76,2014,200
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0800 - 0815,AM peak (07:00-10:00),Southbound,99,12,111,2014,201
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0815 - 0830,AM peak (07:00-10:00),Southbound,124,7,131,2014,202
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0830 - 0845,AM peak (07:00-10:00),Southbound,181,8,189,2014,203
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0845 - 0900,AM peak (07:00-10:00),Southbound,164,10,174,2014,204
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0900 - 0915,AM peak (07:00-10:00),Southbound,119,7,126,2014,205
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0915 - 0930,AM peak (07:00-10:00),Southbound,89,7,96,2014,206
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0930 - 0945,AM peak (07:00-10:00),Southbound,59,3,62,2014,207
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,0945 - 1000,AM peak (07:00-10:00),Southbound,44,1,45,2014,208
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1000 - 1015,Inter-peak (10:00-16:00),Southbound,21,0,21,2014,209
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1015 - 1030,Inter-peak (10:00-16:00),Southbound,23,0,23,2014,210
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1030 - 1045,Inter-peak (10:00-16:00),Southbound,23,1,24,2014,211
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1045 - 1100,Inter-peak (10:00-16:00),Southbound,14,1,15,2014,212
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1100 - 1115,Inter-peak (10:00-16:00),Southbound,12,2,14,2014,213
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1115 - 1130,Inter-peak (10:00-16:00),Southbound,15,3,18,2014,214
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1130 - 1145,Inter-peak (10:00-16:00),Southbound,15,0,15,2014,215
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1145 - 1200,Inter-peak (10:00-16:00),Southbound,18,2,20,2014,216
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1200 - 1215,Inter-peak (10:00-16:00),Southbound,12,0,12,2014,217
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1215 - 1230,Inter-peak (10:00-16:00),Southbound,13,0,13,2014,218
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1230 - 1245,Inter-peak (10:00-16:00),Southbound,13,1,14,2014,219
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1245 - 1300,Inter-peak (10:00-16:00),Southbound,19,5,24,2014,220
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1300 - 1315,Inter-peak (10:00-16:00),Southbound,19,0,19,2014,221
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1315 - 1330,Inter-peak (10:00-16:00),Southbound,17,2,19,2014,222
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1330 - 1345,Inter-peak (10:00-16:00),Southbound,15,0,15,2014,223
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1345 - 1400,Inter-peak (10:00-16:00),Southbound,9,2,11,2014,224
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1400 - 1415,Inter-peak (10:00-16:00),Southbound,14,1,15,2014,225
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1415 - 1430,Inter-peak (10:00-16:00),Southbound,12,1,13,2014,226
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1430 - 1445,Inter-peak (10:00-16:00),Southbound,10,3,13,2014,227
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1445 - 1500,Inter-peak (10:00-16:00),Southbound,21,0,21,2014,228
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1500 - 1515,Inter-peak (10:00-16:00),Southbound,18,0,18,2014,229
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1515 - 1530,Inter-peak (10:00-16:00),Southbound,23,1,24,2014,230
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1530 - 1545,Inter-peak (10:00-16:00),Southbound,15,0,15,2014,231
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1545 - 1600,Inter-peak (10:00-16:00),Southbound,25,0,25,2014,232
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1600 - 1615,PM peak (16:00-19:00),Southbound,21,0,21,2014,233
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1615 - 1630,PM peak (16:00-19:00),Southbound,21,0,21,2014,234
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1630 - 1645,PM peak (16:00-19:00),Southbound,22,0,22,2014,235
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1645 - 1700,PM peak (16:00-19:00),Southbound,24,0,24,2014,236
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1700 - 1715,PM peak (16:00-19:00),Southbound,25,4,29,2014,237
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1715 - 1730,PM peak (16:00-19:00),Southbound,47,3,50,2014,238
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1730 - 1745,PM peak (16:00-19:00),Southbound,50,6,56,2014,239
2014 Q1 (January-March),Bishopsgate,21 1 2014 12:00:00 AM,Dry,1745 - 1800,PM peak (16:00-19:00),Southbound,57,2,59,2014,240
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,1800 - 1815,PM peak (16:00-19:00),Southbound,46,0,46,2014,241
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1815 - 1830,PM peak (16:00-19:00),Southbound,69,3,72,2014,242
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1830 - 1845,PM peak (16:00-19:00),Southbound,61,0,61,2014,243
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1845 - 1900,PM peak (16:00-19:00),Southbound,43,1,44,2014,244
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1900 - 1915,Evening (19:00-22:00),Southbound,38,1,39,2014,245
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1915 - 1930,Evening (19:00-22:00),Southbound,24,0,24,2014,246
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1930 - 1945,Evening (19:00-22:00),Southbound,24,0,24,2014,247
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,1945 - 2000,Evening (19:00-22:00),Southbound,13,1,14,2014,248
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2000 - 2015,Evening (19:00-22:00),Southbound,14,1,15,2014,249
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2015 - 2030,Evening (19:00-22:00),Southbound,19,0,19,2014,250
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2030 - 2045,Evening (19:00-22:00),Southbound,9,0,9,2014,251
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Dry,2045 - 2100,Evening (19:00-22:00),Southbound,7,0,7,2014,252
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2100 - 2115,Evening (19:00-22:00),Southbound,7,1,8,2014,253
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2115 - 2130,Evening (19:00-22:00),Southbound,9,1,10,2014,254
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2130 - 2145,Evening (19:00-22:00),Southbound,4,0,4,2014,255
2014 Q1 (January-March),Bishopsgate,28 1 2014 12:00:00 AM,Wet,2145 - 2200,Evening (19:00-22:00),Southbound,7,0,7,2014,256
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0600 - 0615,Early Morning (06:00-07:00),Northbound,4,0,4,2014,257
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0615 - 0630,Early Morning (06:00-07:00),Northbound,16,2,18,2014,258
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0630 - 0645,Early Morning (06:00-07:00),Northbound,10,0,10,2014,259
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0645 - 0700,Early Morning (06:00-07:00),Northbound,12,2,14,2014,260
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0700 - 0715,AM peak (07:00-10:00),Northbound,33,3,36,2014,261
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0715 - 0730,AM peak (07:00-10:00),Northbound,41,9,50,2014,262
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0730 - 0745,AM peak (07:00-10:00),Northbound,52,6,58,2014,263
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0745 - 0800,AM peak (07:00-10:00),Northbound,70,6,76,2014,264
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0800 - 0815,AM peak (07:00-10:00),Northbound,85,11,96,2014,265
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0815 - 0830,AM peak (07:00-10:00),Northbound,109,9,118,2014,266
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0830 - 0845,AM peak (07:00-10:00),Northbound,114,17,131,2014,267
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0845 - 0900,AM peak (07:00-10:00),Northbound,120,8,128,2014,268
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0900 - 0915,AM peak (07:00-10:00),Northbound,53,4,57,2014,269
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0915 - 0930,AM peak (07:00-10:00),Northbound,47,4,51,2014,270
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0930 - 0945,AM peak (07:00-10:00),Northbound,23,4,27,2014,271
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0945 - 1000,AM peak (07:00-10:00),Northbound,16,2,18,2014,272
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1000 - 1015,Inter-peak (10:00-16:00),Northbound,13,0,13,2014,273
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1015 - 1030,Inter-peak (10:00-16:00),Northbound,9,0,9,2014,274
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1030 - 1045,Inter-peak (10:00-16:00),Northbound,10,0,10,2014,275
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1045 - 1100,Inter-peak (10:00-16:00),Northbound,6,0,6,2014,276
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1100 - 1115,Inter-peak (10:00-16:00),Northbound,9,0,9,2014,277
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1115 - 1130,Inter-peak (10:00-16:00),Northbound,4,1,5,2014,278
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1130 - 1145,Inter-peak (10:00-16:00),Northbound,6,0,6,2014,279
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1145 - 1200,Inter-peak (10:00-16:00),Northbound,9,0,9,2014,280
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1200 - 1215,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,281
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1215 - 1230,Inter-peak (10:00-16:00),Northbound,8,1,9,2014,282
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1230 - 1245,Inter-peak (10:00-16:00),Northbound,6,0,6,2014,283
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1245 - 1300,Inter-peak (10:00-16:00),Northbound,10,0,10,2014,284
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1300 - 1315,Inter-peak (10:00-16:00),Northbound,12,0,12,2014,285
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1315 - 1330,Inter-peak (10:00-16:00),Northbound,9,0,9,2014,286
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1330 - 1345,Inter-peak (10:00-16:00),Northbound,7,0,7,2014,287
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1345 - 1400,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,288
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1400 - 1415,Inter-peak (10:00-16:00),Northbound,3,0,3,2014,289
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1415 - 1430,Inter-peak (10:00-16:00),Northbound,6,0,6,2014,290
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1430 - 1445,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,291
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1445 - 1500,Inter-peak (10:00-16:00),Northbound,2,1,3,2014,292
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1500 - 1515,Inter-peak (10:00-16:00),Northbound,5,0,5,2014,293
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1515 - 1530,Inter-peak (10:00-16:00),Northbound,2,0,2,2014,294
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1530 - 1545,Inter-peak (10:00-16:00),Northbound,0,1,1,2014,295
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1545 - 1600,Inter-peak (10:00-16:00),Northbound,4,0,4,2014,296
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1600 - 1615,PM peak (16:00-19:00),Northbound,13,0,13,2014,297
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1615 - 1630,PM peak (16:00-19:00),Northbound,7,2,9,2014,298
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1630 - 1645,PM peak (16:00-19:00),Northbound,8,1,9,2014,299
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1645 - 1700,PM peak (16:00-19:00),Northbound,11,2,13,2014,300
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1700 - 1715,PM peak (16:00-19:00),Northbound,12,0,12,2014,301
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1715 - 1730,PM peak (16:00-19:00),Northbound,21,5,26,2014,302
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1730 - 1745,PM peak (16:00-19:00),Northbound,26,10,36,2014,303
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,1745 - 1800,PM peak (16:00-19:00),Northbound,25,4,29,2014,304
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1800 - 1815,PM peak (16:00-19:00),Northbound,21,5,26,2014,305
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1815 - 1830,PM peak (16:00-19:00),Northbound,21,2,23,2014,306
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1830 - 1845,PM peak (16:00-19:00),Northbound,23,1,24,2014,307
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1845 - 1900,PM peak (16:00-19:00),Northbound,14,2,16,2014,308
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1900 - 1915,Evening (19:00-22:00),Northbound,13,0,13,2014,309
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1915 - 1930,Evening (19:00-22:00),Northbound,7,0,7,2014,310
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1930 - 1945,Evening (19:00-22:00),Northbound,7,0,7,2014,311
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1945 - 2000,Evening (19:00-22:00),Northbound,4,0,4,2014,312
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2000 - 2015,Evening (19:00-22:00),Northbound,2,0,2,2014,313
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2015 - 2030,Evening (19:00-22:00),Northbound,1,0,1,2014,314
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2030 - 2045,Evening (19:00-22:00),Northbound,3,0,3,2014,315
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2045 - 2100,Evening (19:00-22:00),Northbound,2,0,2,2014,316
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2100 - 2115,Evening (19:00-22:00),Northbound,0,0,0,2014,317
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2115 - 2130,Evening (19:00-22:00),Northbound,3,0,3,2014,318
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2130 - 2145,Evening (19:00-22:00),Northbound,1,0,1,2014,319
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,2145 - 2200,Evening (19:00-22:00),Northbound,0,0,0,2014,320
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0600 - 0615,Early Morning (06:00-07:00),Southbound,1,0,1,2014,321
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0615 - 0630,Early Morning (06:00-07:00),Southbound,3,0,3,2014,322
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0630 - 0645,Early Morning (06:00-07:00),Southbound,2,0,2,2014,323
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0645 - 0700,Early Morning (06:00-07:00),Southbound,4,0,4,2014,324
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0700 - 0715,AM peak (07:00-10:00),Southbound,3,0,3,2014,325
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0715 - 0730,AM peak (07:00-10:00),Southbound,8,2,10,2014,326
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0730 - 0745,AM peak (07:00-10:00),Southbound,10,0,10,2014,327
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0745 - 0800,AM peak (07:00-10:00),Southbound,10,1,11,2014,328
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0800 - 0815,AM peak (07:00-10:00),Southbound,14,0,14,2014,329
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0815 - 0830,AM peak (07:00-10:00),Southbound,25,3,28,2014,330
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0830 - 0845,AM peak (07:00-10:00),Southbound,34,2,36,2014,331
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0845 - 0900,AM peak (07:00-10:00),Southbound,26,2,28,2014,332
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0900 - 0915,AM peak (07:00-10:00),Southbound,19,0,19,2014,333
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0915 - 0930,AM peak (07:00-10:00),Southbound,21,2,23,2014,334
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0930 - 0945,AM peak (07:00-10:00),Southbound,7,0,7,2014,335
2014 Q1 (January-March),Southwark Bridge,29 1 2014 12:00:00 AM,Wet,0945 - 1000,AM peak (07:00-10:00),Southbound,10,0,10,2014,336
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1000 - 1015,Inter-peak (10:00-16:00),Southbound,6,0,6,2014,337
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1015 - 1030,Inter-peak (10:00-16:00),Southbound,6,0,6,2014,338
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1030 - 1045,Inter-peak (10:00-16:00),Southbound,3,1,4,2014,339
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1045 - 1100,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,340
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1100 - 1115,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,341
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1115 - 1130,Inter-peak (10:00-16:00),Southbound,6,0,6,2014,342
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1130 - 1145,Inter-peak (10:00-16:00),Southbound,2,0,2,2014,343
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1145 - 1200,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,344
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1200 - 1215,Inter-peak (10:00-16:00),Southbound,1,0,1,2014,345
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1215 - 1230,Inter-peak (10:00-16:00),Southbound,4,0,4,2014,346
2014 Q1 (January-March),Southwark Bridge,30 1 2014 12:00:00 AM,Wet,1230 - 1245,Inter-peak (10:00-16:00),Southbound,6,1,7,2014,347
